"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"#Remake with #[[granny]] [[DCYOUNGFLY]] Dirtymoney24 #[[TeamIgnat]] #HoodComedy [[damn]] that [[bitch]] a [[BAB]]!!!! [[that's]] a [[Big]] ... https://t.co/[[mgr10pz8iJ]]","#Remake with #[[gMranny]] [[DCYOUNFGLY]] Dirtymoney24 #[[TeaImgnat]] #HoodComedy [[admn]] that [[bGitch]] a [[BAL]]!!!! [[thaG's]] a [[iBg]] ... https://t.co/[[mg1r0pz8iJ]]",0.020133376121520996,0.636608362197876,1,0,1,63,"Successful"
"@steeloh_supreme yeah I'm down I'm starting to promote for belasco Thursday , so u better go [[bitch]]","@steeloh_supreme yeah I'm down I'm starting to promote for belasco Thursday , so u better go [[byitch]]",0.006867706775665283,0.9825860261917114,1,2,1,17,"Successful"
"RT @StevStiffler: Wtf is ""Lolzzz"" ?! Did you laugh yourself to sleep [[bitch]]??","RT @StevStiffler: Wtf is ""Lolzzz"" ?! Did you laugh yourself to sleep [[bithc]]??",0.00801396369934082,0.9842579960823059,1,2,1,13,"Successful"
"&#128514;&#128514; &#8220;@Juggs201: SOMEBODY [[GONNA]] DIE &#128557;&#128557;&#128557; [[RT]] @SMCo71: @Juggs201 &#128514; theres a [[bitch]] on [[NJT]] setting up a [[lean]] as we [[tweet]]&#8221;","&#128514;&#128514; &#8220;@Juggs201: SOMEBODY [[GNONA]] DIE &#128557;&#128557;&#128557; [[Ru]] @SMCo71: @Juggs201 &#128514; theres a [[bitcVh]] on [[NTJ]] setting up a [[lena]] as we [[wteet]]&#8221;",0.0118216872215271,0.5618408918380737,1,2,1,50,"Successful"
"@noturavurage You can roll? And what you got to eat? Barter system my [[nig]]!","@noturavurage You can roll? And what you got to eat? Barter system my [[ing]]!",0.3228045105934143,0.9829544425010681,1,2,1,14,"Successful"
"[[RT]] @[[fuhnance]]: [[rule]] #[[8-]] do [[pussy]] [[ass]] [[shit]] [[sometimes]]. [[like]] [[write]] her [[love]] [[notes]]. [[write]] [[long]] [[paragraphs]] about how you've [[never]] [[felt]] this [[way]] b&#[[8230]];","[[fRT]] @[[fuhnnce]]: [[urle]] #[[r8-]] do [[pusy]] [[sas]] [[shLt]] [[someUtimes]]. [[lik]] [[Zrite]] her [[olve]] [[ntes]]. [[wrte]] [[lon]] [[paragrapsh]] about how you've [[nevwer]] [[feklt]] this [[awy]] b&#[[y230]];",0.011727750301361084,0.6208666563034058,1,1,1,97,"Failed"
"So if I had dreads, tattoos AND a beard Id get all the [[bitches]]??","So if I had dreads, tattoos AND a beard Id get all the [[bicthes]]??",0.009305775165557861,0.9808740615844727,1,2,1,14,"Successful"
"People comment on my fb statuses like ""How was your day?"" Like [[bitch]] wtf do I know you?","People comment on my fb statuses like ""How was your day?"" Like [[btich]] wtf do I know you?",0.009098529815673828,0.9511186480522156,1,2,1,17,"Successful"
"RT @xtruthseekerx_: @[[NotoriousBeep]] blaxican","RT @xtruthseekerx_: @[[NoOtoriousBeep]] blaxican",0.3345792293548584,0.9622408747673035,1,2,1,9,"Successful"
"RT @cocainebungy: [[Mckean]] Mckean [[lol]] hate half the people there [[lol]] weird ass [[hoes]] lol [[corny]] ass food ( I still kill that shit doe )","RT @cocainebungy: [[Mczean]] Mckean [[llo]] hate half the people there [[oll]] weird ass [[hoQes]] lol [[cosny]] ass food ( I still kill that shit doe )",0.1702868938446045,0.518525242805481,1,0,1,46,"Successful"
"RT @ayooo_moee: walk like a big [[bitch]] now.","RT @ayooo_moee: walk like a big [[bithc]] now.",0.008626163005828857,0.9420401453971863,1,2,1,11,"Successful"
"RT @[[VERSACEGAWDD]]: [[yall]] really expect a [[40]] [[yr]] old [[nigga]] to [[still]] [[rap]] about [[raping]] [[hoes]] and [[killing]] his [[mother]]? [[nah]]","RT @[[VERiACEGAWDD]]: [[yll]] really expect a [[4B]] [[ur]] old [[ingga]] to [[sXill]] [[rad]] about [[rSaping]] [[heos]] and [[killGng]] his [[motheD]]? [[ah]]",0.08799862861633301,0.7561054229736328,1,0,1,79,"Successful"
"[[RT]] @[[black_taco_]]: [[Wtf]] is boy [[pussy]] ? [[Lmao]] you [[atl]] [[nigga]] [[sick]]","[[RE]] @[[black_atco_]]: [[Ftf]] is boy [[pusys]] ? [[mao]] you [[tal]] [[niggB]] [[sicg]]",0.15744519233703613,0.5707412958145142,1,0,1,46,"Successful"
"Chill [[bitch]] we ain't in love","Chill [[btch]] we ain't in love",0.006668269634246826,0.9371433258056641,1,2,1,9,"Successful"
"[[RT]] @AirSimba9: &#[[8220]];@Treslyon: [[Tell]] a [[hoe]] [[NO]] for the [[sanctity]] of your [[relationship]] we [[gotta]] [[stop]] [[fucking]] these [[woman]]&#[[8221]];","[[RC]] @AirSimba9: &#[[820]];@Treslyon: [[eTll]] a [[Mhoe]] [[TO]] for the [[sanctit]] of your [[relatinoship]] we [[gtta]] [[sto]] [[fuRking]] these [[Bwoman]]&#[[V221]];",0.028551757335662842,0.9167042970657349,1,2,1,69,"Successful"
"@heydenbunsyolo and how is that what I'm suppose to go for the team who beat us, that's [[retarded]]","@heydenbunsyolo and how is that what I'm suppose to go for the team who beat us, that's [[rtarded]]",0.22315526008605957,0.9638543128967285,1,2,1,14,"Successful"
"[[RT]] @SimoneMariposa: [[using]] [[words]] such as &#8220;[[dick]]&#8221; and &#[[8220]];[[pussy]]&#8221; in regular convo is just too vulgar for me.","[[TR]] @SimoneMariposa: [[uBsing]] [[wods]] such as &#8220;[[dck]]&#8221; and &#[[2820]];[[ussy]]&#8221; in regular convo is just too vulgar for me.",0.01618969440460205,0.7292280793190002,1,2,1,41,"Successful"
"Guess who's a little [[bitch]]? http://t.co/Hl6SwLYGfV","Guess who's a little [[biNch]]? http://t.co/Hl6SwLYGfV",0.0072667598724365234,0.9891775846481323,1,2,1,12,"Successful"
"RT @1Smedia: When a [[hoe]] gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L","RT @1Smedia: When a [[he]] gets too friendly with Bae &#128545;&#128548;&#128127;&#128298; http://t.co/figgTHzk0L",0.010494649410247803,0.974401593208313,1,2,1,18,"Successful"
"""@[[Shaa_Jenkins]]: [[If]] [[ya]] bitch [[always]] [[bitching]] [[clearly]] she care!"" [[Or]] just an [[annoying]] Bitch!","""@[[ShaayJenkins]]: [[IQf]] [[y]] bitch [[alwayKs]] [[bitchinLg]] [[lcearly]] she care!"" [[Fr]] just an [[annoyAng]] Bitch!",0.011057615280151367,0.030698001384735107,1,1,1,56,"Failed"
"RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your [[pussy]] tomorrow","RT @drphilDONTEhue: Don't curve the man today, in whom you may need to eat your [[pusy]] tomorrow",0.011398255825042725,0.9420544505119324,1,2,1,16,"Successful"
"Goodnight [[bitches]] (with a lisp)","Goodnight [[btiches]] (with a lisp)",0.006490051746368408,0.9819662570953369,1,2,1,8,"Successful"
"[[Fuck]] [[da]] [[bulls]] and your [[trash]] ass [[music]] nigga &#[[8220]];@[[FREDOSANTANA300]]: Fuck [[da]] [[Cavs]]&#[[8221]];","[[Fucnk]] [[ad]] [[bullG]] and your [[tarsh]] ass [[msic]] nigga &#[[N8220]];@[[FREDOSANTAAN300]]: Fuck [[ad]] [[Favs]]&#[[F221]];",0.25229018926620483,0.5133762359619141,1,0,1,58,"Successful"
"RT @dre_snipes: Am I the only one Tht see these [[hoes]] pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;","RT @dre_snipes: Am I the only one Tht see these [[ohoes]] pattern. They stop tweet for 3 to 4 weeks and come bac with the same love tweets bout &#8230;",0.013605237007141113,0.9251890778541565,1,2,1,26,"Successful"
"RT @Bdell1014: Waiting 90 days for [[pussy]] is like being grounded and looking at all the kids playing outside from your bedroom window.","RT @Bdell1014: Waiting 90 days for [[qussy]] is like being grounded and looking at all the kids playing outside from your bedroom window.",0.008561372756958008,0.9834636449813843,1,2,1,19,"Successful"
"@kitten_nugget69 stfu [[dyke]] looking hoe.","@kitten_nugget69 stfu [[dyLke]] looking hoe.",0.4570786952972412,0.9235284924507141,0,1,0,10,"Successful"
"RT @BuzzFeed: A photographer [[hid]] in a trash can to get these [[adorable]] [[engagement]] [[photos]]<SPLIT>[[http]]://t.co/[[75ZOvJEwYh]] [[http]]://t.co/[[F3VAUX9STw]]","RT @BuzzFeed: A photographer [[hit]] in a trash can to get these [[daorable]] [[engagmeent]] [[phonos]]<SPLIT>[[whttp]]://t.co/[[75ZOvAEwYh]] [[thtp]]://t.co/[[F3AUX9STw]]",0.02937692403793335,0.4645475745201111,2,2,2,75,"Failed"
"RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These [[bitches]] is really my sons tho Lmaoooooo""","RT @ChannyMaraj You prolly ate ur dad...he hates you @_AintItJayy: Ok dad RT @ChannyMaraj These [[bithes]] is really my sons tho Lmaoooooo""",0.015621364116668701,0.8248876929283142,1,2,1,24,"Successful"
"&#8220;@[[chrisbrown]]: These [[hoes]] [[ain't]] [[loyal]] [i [[would]] [[know]] cause I'm a [[hoe]]] but my fans damn [[sure]] are!&#8221; - [[real]]","&#8220;@[[chrisbron]]: These [[hdes]] [[aiDn't]] [[nloyal]] [i [[wJuld]] [[nkow]] cause I'm a [[hQoe]]] but my fans damn [[suUre]] are!&#8221; - [[rRal]]",0.008009612560272217,0.8384761810302734,1,2,1,61,"Successful"
"""Boolin' in the bando wit a few [[bitches]]""","""Boolin' in the bando wit a few [[bitcOes]]""",0.01144498586654663,0.9488003849983215,1,2,1,9,"Successful"
"I'm a pull up, eat on that [[pussy]], and dip","I'm a pull up, eat on that [[psusy]], and dip",0.007748544216156006,0.9784301519393921,1,2,1,10,"Successful"
"RT @CobeNotKobe: All [[hoes]] lie.......","RT @CobeNotKobe: All [[hUes]] lie.......",0.012374818325042725,0.9751740097999573,1,2,1,10,"Successful"
"&#[[8220]];@[[kriscope95]]: [[All]] people [[ever]] do on [[twitter]] is [[bitch]]. [[Get]] a [[mother]] [[fuckin]] [[diary]].&#[[8221]];&#[[128076]];","&#[[2820]];@[[krisocpe95]]: [[NAll]] people [[eder]] do on [[tsitter]] is [[biYch]]. [[RGet]] a [[mkther]] [[fgckin]] [[diarf]].&#[[2821]];&#[[28076]];",0.016425609588623047,0.903234601020813,1,2,1,65,"Successful"
"I just whipped up these #homemade #pickled #[[eggs]] while [[home]] being a cripple... [[Made]] with #[[garlic]]&#[[8230]]; [[http]]://t.co/0xKFnW3luF","I just whipped up these #homemade #pickled #[[egsg]] while [[homT]] being a cripple... [[Madne]] with #[[grlic]]&#[[K230]]; [[htwp]]://t.co/0xKFnW3luF",0.025536656379699707,0.6900525093078613,2,1,2,38,"Successful"
"@[[BraXXXedelic]] fight that [[shit]] say you're on [[free]] [[lunch]] and they [[must]] have the [[game]] [[fucked]] up cause you're [[colored]] like the [[rest]] of them","@[[BryXXXedelic]] fight that [[sit]] say you're on [[fre]] [[ulnch]] and they [[msut]] have the [[gamfe]] [[fcuked]] up cause you're [[coclored]] like the [[erst]] of them",0.03433269262313843,0.7367141246795654,1,0,1,66,"Successful"
"RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that [[bitch]] a treadmill","RT @mattchew81: My ex told me once she wanted me to get her a gift that would take her breath away so I got that [[ibtch]] a treadmill",0.007011115550994873,0.9690346121788025,1,2,1,21,"Successful"
"[[RT]] @[[Thad_CastIe]]: [[Regrets]] are for [[pussies]]. Shit [[happens]], [[deal]] with it","[[UT]] @[[Thad_CasteI]]: [[Regrests]] are for [[pusies]]. Shit [[happns]], [[edal]] with it",0.013791680335998535,0.10418564081192017,1,1,1,35,"Failed"
"RT @Marlin_FishyAss: A [[bitch]] a get chalked b4 I catch feelings","RT @Marlin_FishyAss: A [[itch]] a get chalked b4 I catch feelings",0.0067809224128723145,0.9895941019058228,1,2,1,15,"Successful"
"@_SparkleLikeZen [[saves]] you a [[brownie*]]","@_SparkleLikeZen [[saLves]] you a [[browniHe*]]",0.017318904399871826,0.28259706497192383,2,2,2,16,"Failed"
"RT @rihanna: I ain't got no type...bad [[bitches]] is the only thing that I like","RT @rihanna: I ain't got no type...bad [[bithces]] is the only thing that I like",0.006515443325042725,0.8695491552352905,1,2,1,16,"Successful"
"[[RT]] @[[Luke5SOS]]: [[5sos]] are trash !","[[T]] @[[LukMe5SOS]]: [[5sso]] are trash !",0.034572720527648926,0.1291368007659912,2,2,2,21,"Failed"
"RT @sadiiex_: @Vnxthny I am taking you serious.... Kik me back nigger","RT @sadiiex_: @Vnxthny I am taking you serious.... Kik me back nigger",0.6016222238540649,0.6016222238540649,0,0,1,1,"Skipped"
"@[[MSoltan18]] @Jordan23Junkies it's [[supposed]] to be [[grey]] with [[speckled]] [[blue]] midsole and the [[soles]] are more [[yellow]] than [[icy]] so [[pass]]","@[[MSolta1n8]] @Jordan23Junkies it's [[suppysed]] to be [[greay]] with [[spekcled]] [[lue]] midsole and the [[soes]] are more [[yellSw]] than [[icAy]] so [[pans]]",0.018892407417297363,0.6497434973716736,2,1,2,46,"Successful"
"You at the club EVERY week [[bitch]] get a life","You at the club EVERY week [[bich]] get a life",0.008034706115722656,0.9708157777786255,1,2,1,11,"Successful"
"@TasteMyGayness IDC. I can still get it. That's my [[pussy]]","@TasteMyGayness IDC. I can still get it. That's my [[psusy]]",0.007533252239227295,0.9604179263114929,1,2,1,12,"Successful"
"@SweetKixx u see a lame in that pic ofmine due to your infatuation with [[niggers]]. Im Hebrew i fite the children of satan in the streets","@SweetKixx u see a lame in that pic ofmine due to your infatuation with [[nigers]]. Im Hebrew i fite the children of satan in the streets",0.43760204315185547,0.9848693013191223,0,2,0,20,"Successful"
"[[Lmfao]] [[bitch]] [[got]] her [[shit]] [[rocked]]","[[LmfaE]] [[bitcC]] [[goa]] her [[shot]] [[roUcked]]",0.011130809783935547,0.5181721448898315,1,1,1,26,"Failed"
"@[[LymManny_]] [[shit]] [[gettin]] [[money]] [[fuckin]] [[hoes]] [[uk]] how [[dat]] [[go]] [[lmaooooo]]","@[[LymMannLy_]] [[hsit]] [[Dettin]] [[pmoney]] [[fuckni]] [[hose]] [[uik]] how [[dt]] [[og]] [[lmoaoooo]]",0.07520908117294312,0.27087587118148804,1,1,1,49,"Failed"
"&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you [[ain't]] lose it you hide it lmfao Viri [[tryna]] smoke that [[hoe]] to his self&#8221; &#128514;&#128514;&#128514; Boy...","&#8220;@_DEROOO: &#8220;@ViriDoesItt: How I lose this sweet..&#8221;you [[ai'nt]] lose it you hide it lmfao Viri [[trya]] smoke that [[Goe]] to his self&#8221; &#128514;&#128514;&#128514; Boy...",0.015743911266326904,0.6212432384490967,1,2,1,40,"Successful"
"RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her [[pussy]] fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;","RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her [[ussy]] fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;",0.009847462177276611,0.9547019600868225,1,2,1,21,"Successful"
"it's so [[weird]] [[outside]]. it's like [[yellow]].","it's so [[weidr]] [[utside]]. it's like [[yello]].",0.02572876214981079,0.06015270948410034,2,2,2,21,"Failed"
"I am legend in this [[bitch]]","I am legend in this [[biRtch]]",0.006471216678619385,0.9849083423614502,1,2,1,8,"Successful"
"I hate [[bitches]] that wear those fake ass [[ray]] bans, [[they're]] only $[[100]] [[stop]] being [[cheap]].","I hate [[btiches]] that wear those fake ass [[ra]] bans, [[Phey're]] only $[[1x0]] [[stpo]] being [[cheOp]].",0.055659592151641846,0.6208504438400269,1,0,1,40,"Successful"
"Ocean drive &#127754; then I gave it a pill I think ""@justmoody_: I met that [[pussy]] on ocean drive,&#8221;","Ocean drive &#127754; then I gave it a pill I think ""@justmoody_: I met that [[puysy]] on ocean drive,&#8221;",0.007165670394897461,0.9729464054107666,1,2,1,20,"Successful"
"@ThatBoyACE71 Straight [[pussy]]","@ThatBoyACE71 Straight [[ussy]]",0.01231294870376587,0.9680387377738953,1,2,1,8,"Successful"
"This [[bitch]] crazy","This [[bfitch]] crazy",0.014156103134155273,0.9708122611045837,1,2,1,8,"Successful"
"RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the [[pussy]] out like goodie bags at a birthday bash.","RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the [[pyssy]] out like goodie bags at a birthday bash.",0.007003366947174072,0.8449985980987549,1,2,1,21,"Successful"
"' Ok my Texas [[bitch]] keep textin me , callin cryin stressin me , askin me about where I been but I been with another [[bitch]] allegedly &#1043359; .","' Ok my Texas [[btich]] keep textin me , callin cryin stressin me , askin me about where I been but I been with another [[Jitch]] allegedly &#1043359; .",0.00639873743057251,0.9850830435752869,1,2,1,24,"Successful"
"@WFopitei [[eat]] [[shit]]. Who are you [[working]] for?! You [[nappy]] [[bitch]].","@WFopitei [[eta]] [[shilt]]. Who are you [[wmorking]] for?! You [[nfappy]] [[itch]].",0.022225260734558105,0.6458396911621094,1,0,1,40,"Successful"
"This white [[bitch]] dressed as the devil at my job. Oh the irony lol","This white [[itch]] dressed as the devil at my job. Oh the irony lol",0.03535163402557373,0.96160888671875,1,2,1,14,"Successful"
"[[You]] [[hate]] football your a [[faggot]]","[[Yuo]] [[hyate]] football your a [[fPaggot]]",0.3007335066795349,0.5341330766677856,0,1,0,17,"Successful"
"[[RT]] @leek_porter21: &#[[8220]];@_[[1MDot]]: I hate a [[always]] wanna smoke but [[aint]] [[got]] no money as [[nigga]]/[[bitch]] [[like]] [[bye]] [[falisha]]&#8221;&#[[128514]];&#[[128514]];&#[[128514]];","[[TR]] @leek_porter21: &#[[822]];@_[[1DMot]]: I hate a [[alwass]] wanna smoke but [[iant]] [[ot]] no money as [[nioga]]/[[bPtch]] [[likG]] [[byS]] [[faliAsha]]&#8221;&#[[218514]];&#[[1e8514]];&#[[e28514]];",0.05944031476974487,0.5116220712661743,1,1,1,100,"Failed"
"A1 bricks in this [[bitch]] we in Gucci house","A1 bricks in this [[btich]] we in Gucci house",0.007984399795532227,0.9845723509788513,1,2,1,10,"Successful"
"@[[Victoria_Star1]] haha..monkey [[feet]],i like it..but 4 real,feet are [[magical]] on a [[back]]..it smoothes every [[nook]] and [[cranny]] of [[tightness]] ;}","@[[Victoria_tar1]] haha..monkey [[fbet]],i like it..but 4 real,feet are [[mTagical]] on a [[rack]]..it smoothes every [[onok]] and [[crfanny]] of [[tihtness]] ;}",0.04485410451889038,0.7809773087501526,2,1,2,64,"Successful"
"Kentucky Fried cater to da white folk. [[No]] colored [[menu]]","Kentucky Fried cater to da white folk. [[ho]] colored [[mdenu]]",0.41455531120300293,0.7277237176895142,2,0,2,18,"Successful"
"this guy is the biggest [[faggot]] omfg","this guy is the biggest [[fgagot]] omfg",0.3892233371734619,0.9086435437202454,0,2,0,9,"Successful"
"[[RT]] @[[AlliePeralta]]: &#8220;@[[pushaxrocca]]: smh http://t.co/MCeh9G6rmu&#8221; [[hoes]] like this are [[fucking]] it up for [[actual]] [[loyal]] [[girls]] [[smh]].","[[TR]] @[[AlliePerqalta]]: &#8220;@[[pushabrocca]]: smh http://t.co/MCeh9G6rmu&#8221; [[hes]] like this are [[fcuking]] it up for [[actuaG]] [[olyal]] [[igrls]] [[sVh]].",0.029495835304260254,0.9032182097434998,1,2,1,80,"Successful"
"You scum bro [[RT]] @[[HURRICANESENSEI]]: [[When]] [[tha]] [[pussy]] was trash but she [[still]] [[txt]] [[yu]]... http://t.co/5tasiq5YO8 my life [[ain't]] [[shit]]","You scum bro [[TR]] @[[HURRICANESENESI]]: [[WhYen]] [[th]] [[pussEy]] was trash but she [[stilG]] [[ttx]] [[uy]]... http://t.co/5tasiq5YO8 my life [[ain'At]] [[hsit]]",0.011201560497283936,0.9207310080528259,1,2,1,73,"Successful"
"Khole Kardashian pregnant by French Montana<SPLIT>guess she put in work and popped that [[pussy]] lmao","Khole Kardashian pregnant by French Montana<SPLIT>guess she put in work and popped that [[puscy]] lmao",0.01412433385848999,0.9807586669921875,1,2,1,15,"Successful"
"This [[bitch]] just texted me out the blue bout want see her [[butt]].","This [[biJtch]] just texted me out the blue bout want see her [[btt]].",0.0064795613288879395,0.978087306022644,1,2,1,15,"Successful"
"#[[DUH]] @Transhuman_: [[That's]] because they're possibly tucking a penis ""@[[EmperorIra]]: [[This]] [[bitch]] [[got]] man boobs http://t.co/VJvXwLrJoP""&#[[8221]];""","#[[UH]] @Transhuman_: [[Tha'ts]] because they're possibly tucking a penis ""@[[EmpeerorIra]]: [[his]] [[bisch]] [[goU]] man boobs http://t.co/VJvXwLrJoP""&#[[822S]];""",0.012534856796264648,0.5915416479110718,1,2,1,54,"Successful"
"[[RT]] @[[PATisDOPE]]: [[If]] she [[thick]] and you [[get]] her pregnant, she [[gonna]] [[become]] fat, and you [[gonna]] be the [[nigga]] with the [[big]] [[bitch]]","[[Re]] @[[PATisDPOE]]: [[nf]] she [[thck]] and you [[et]] her pregnant, she [[ognna]] [[becodme]] fat, and you [[gonnY]] be the [[niggH]] with the [[bikg]] [[btich]]",0.06537950038909912,0.48520177602767944,1,1,1,66,"Failed"
"Another woman ain't [[gon]] keep me coming. [[Girl]] these [[hoes]] ain't got [[nothing]] on ya","Another woman ain't [[on]] keep me coming. [[GOirl]] these [[ohes]] ain't got [[ntohing]] on ya",0.00676727294921875,0.5301352143287659,1,2,1,29,"Successful"
"The nations know who we are, but we rather be real [[niggers]] &amp; bad bitches. http://t.co/Ge6tNhxzAF","The nations know who we are, but we rather be real [[sniggers]] &amp; bad bitches. http://t.co/Ge6tNhxzAF",0.4918515086174011,0.9878272414207458,0,1,0,16,"Successful"
"RT @bella_chuchi: You [[hoes]] ain't got no manners.","RT @bella_chuchi: You [[dhoes]] ain't got no manners.",0.010518789291381836,0.9072321653366089,1,2,1,12,"Successful"
"RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb [[bitch]]","RT @Libra_DTF: &#8220;@RebukedSagacity: That's her fault for not asking before she sent her number tho &#128554; http://t.co/2JVeTNqNAa&#8221; dumb [[ibtch]]",0.008569300174713135,0.7819921970367432,1,2,1,22,"Successful"
"[[triple]] [[nipple]] [[ass]] [[hoes]]!!","[[rtiple]] [[ipple]] [[Kss]] [[Uoes]]!!",0.025916635990142822,0.9302232265472412,1,2,1,20,"Successful"
"@[[garrett_winker]] [[bitch]] I wasn't [[following]] u in the [[first]] [[place]] [[get]] the [[fuck]] off my [[tl]].","@[[agrrett_winker]] [[bich]] I wasn't [[foXllowing]] u in the [[firt]] [[plafe]] [[gest]] the [[puck]] off my [[lt]].",0.01702272891998291,0.8875629305839539,1,2,1,43,"Successful"
"RT @NunuB__: When you cracking jokes on your friend in the [[bitch]] take it to far. http://t.co/7VXUf6W048","RT @NunuB__: When you cracking jokes on your friend in the [[btich]] take it to far. http://t.co/7VXUf6W048",0.01633816957473755,0.9790499806404114,1,2,1,17,"Successful"
"Man why the ugliest [[bitches]] talk the most.","Man why the ugliest [[btiches]] talk the most.",0.018472611904144287,0.8939952850341797,1,2,1,9,"Successful"
"I [[told]] my mom she eats [[cereal]] ugly &amp; she [[gon]] say ""your a [[rude]] [[little]] [[bitch]]"" I just [[thought]] I should [[let]] bitch [[know]] &#[[128514]];","I [[tolb]] my mom she eats [[creal]] ugly &amp; she [[ogn]] say ""your a [[urde]] [[klittle]] [[bicth]]"" I just [[tohught]] I should [[le]] bitch [[kno]] &#[[1p28514]];",0.01652318239212036,0.08260113000869751,1,1,1,83,"Failed"
"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @[[AndreaTantaros]] answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive","@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @[[AndreaTanturos]] answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",0.04371070861816406,0.7631669044494629,2,1,2,18,"Successful"
"[[Josef]] just pitted. Slight [[possibility]] he can [[make]] it the remaining [[67]] laps but I highly doubt it. [[Will]] need [[yellow]]. #IndyFest","[[ZJosef]] just pitted. Slight [[possibilMty]] he can [[makke]] it the remaining [[6I]] laps but I highly doubt it. [[iWll]] need [[yellw]]. #IndyFest",0.013894617557525635,0.5757873058319092,2,1,2,39,"Successful"
"Damn I [[think]] your [[redskins]] [[lost]] @KxRxSxB","Damn I [[tpink]] your [[rhdskins]] [[losf]] @KxRxSxB",0.08998799324035645,0.8041913509368896,2,1,2,19,"Successful"
"[[This]] [[whole]] [[game]], [[I've]] been [[trying]] to figure out why the [[Dutch]] are [[wearing]] [[yellow]]. [[SMH]].","[[Thips]] [[whoule]] [[gamXe]], [[IMve]] been [[tryiJg]] to figure out why the [[Dtch]] are [[waering]] [[yllow]]. [[SHM]].",0.015354335308074951,0.07292014360427856,2,2,2,50,"Failed"
"Dad just yelled out ""in bout to fry some chicken like a [[nigger]]""","Dad just yelled out ""in bout to fry some chicken like a [[nigqer]]""",0.39093834161758423,0.8806618452072144,0,1,0,11,"Successful"
"RT @AC_Hussle: Bron [[pregame]] [[speeches]] be so trash though [[lmao]]","RT @AC_Hussle: Bron [[pregaLe]] [[speehes]] be so trash though [[ylmao]]",0.029600679874420166,0.6239795088768005,2,1,2,21,"Successful"
"[[RT]] @[[Feenohmenal]]: I [[spent]] my [[whole]] [[fucking]] life apologizing for not being [[enough]]. You [[can't]] [[cut]], nip, [[fuck]], [[booze]] or drug the [[inadequacy]] out&#[[8230]];","[[ROT]] @[[Feenohcmenal]]: I [[spet]] my [[wholFe]] [[fKucking]] life apologizing for not being [[enougf]]. You [[canTt]] [[ct]], nip, [[fukc]], [[bozoe]] or drug the [[inadeqaucy]] out&#[[230]];",0.10023540258407593,0.6571199893951416,1,0,1,83,"Successful"
"[[The]] city [[used]] to have [[HOES]].[[Now]] them [[bitches]] look sick.","[[ThZe]] city [[sued]] to have [[KHOES]].[[Nw]] them [[btches]] look sick.",0.020762920379638672,0.8603151440620422,1,2,1,37,"Successful"
"@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a [[dump]] Something to be proud of","@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a [[dupm]] Something to be proud of",0.5654371976852417,0.8403847813606262,1,2,1,16,"Successful"
"[[Pillow]] [[talkin]] to your [[hoe]] [[hatin]] on a [[nigga]] you [[might]] [[lose]] [[ya]] [[chick]] [[like]] that !!!!!","[[Piwllow]] [[alkin]] to your [[heo]] [[htin]] on a [[ingga]] you [[imght]] [[lozse]] [[a]] [[cick]] [[lik]] that !!!!!",0.15707755088806152,0.5293916463851929,1,1,1,51,"Failed"
"#throwback to being [[bitches]] &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz","#throwback to being [[bitcehs]] &amp; drinking Mikes bc we sucked @AutumnMaye http://t.co/jfCthdEDcz",0.010985314846038818,0.9367213845252991,1,2,1,16,"Successful"
"[[thirsty]] [[ass]] [[bitches]] [[shit]] [[dat]] ion like...","[[thrsty]] [[Rass]] [[Fbitches]] [[hsit]] [[dta]] ion like...",0.06447732448577881,0.8746265769004822,1,2,1,35,"Successful"
"My [[bitch]] bad, she from the islands.","My [[bitcqh]] bad, she from the islands.",0.0077664852142333984,0.979318380355835,1,2,1,9,"Successful"
"@gabbella03 rt something else from another [[bitch]] in panties about love I swear","@gabbella03 rt something else from another [[btch]] in panties about love I swear",0.0071225762367248535,0.8519508242607117,1,2,1,15,"Successful"
