"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX","Gonna straight hip check the next hillbilly who tries to apply the term ""derecho"" to a run-of-the-mill thunderstorm. #WVWX",0.0,0.0,2,2,1,1,"Skipped"
"[[I]] really [[just]] [[did]] [[some]] hoe [[shyt]], but [[just]] so [[u]] [[know]] [[im]] only [[a]] [[hoe]] [[for]] [[mr]].","really hoe, but so only.",0.05510488152503967,0.77714604139328,1,1,1,32,"Maximized"
"&#[[8220]];@G_Anderson4: [[I'm]] Dre's [[a]] bitch [[tho]]&#8221; &#[[128527]];","&#;@G_Anderson4: Dre's bitch&#8221; &#;",0.11017458885908127,0.6658527255058289,1,1,1,16,"Maximized"
"[[RT]] @[[KrisAnnIn]]: &#8220;[[So]] wake the bitch [[up]]!l&#[[8221]]; - [[Jack]] [[Bauer]] #[[24LAD]]","@: &#8220; wake the bitch!l&#; - #",0.076414555311203,0.6918387413024902,1,1,1,23,"Maximized"
"[[These]] bitches [[dont]] [[want]] [[no]] boyfriend ... They [[want]] [[a]] [[pimp]]","bitches boyfriend ... They ",0.09876113384962082,0.7985665798187256,1,1,1,18,"Maximized"
"@[[TasogarenoRaiko]] [[If]] [[you]] decide to [[do]] Damara, [[you]] [[should]] [[make]] her [[a]] [[gladiola]]. We have [[gorgeous]] rust-colored [[ones]] coming [[up]] over here.","@decide to Damara, her. We have rust-colored coming over here.",0.04433956369757652,0.5887896418571472,2,2,2,35,"Maximized"
"[[Gator's]] bitches [[better]] [[be]] [[using]] [[jimmies]]","bitches ",0.1655808836221695,0.9968841671943665,1,1,1,12,"Maximized"
"looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ","looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ",0.0,0.0,2,2,0,1,"Skipped"
".@[[agie_sweet36]] @VedanteBreh12 @[[TravelNevada]] [[Try]] [[visiting]] @[[thewashoeclub]] at [[night]] [[for]] a [[real]] [[spook]]!",".@@VedanteBreh12 @ @ at a!",0.0687219500541687,0.8273393511772156,2,2,2,22,"Maximized"
"[[So]] [[I]] [[seen]] [[this]] [[sweater]] , its flashy. [[I]] wanna get [[it]]. I [[gotta]] [[get]] [[it]]. [[It]] say ""[[my]] [[boyfriend]] [[is]] [[my]] bitch, [[with]] some [[puppies]]"" &#128514;&#128514;&#[[128514]];",", its flashy. wanna get. I. say "" bitch, some"" &#128514;&#128514;&#;",0.03544798493385315,0.6783430576324463,1,1,1,50,"Maximized"
"@[[Lil_A47]] &#128514;&#[[128514]];&#128514; [[you're]] [[a]] coon","@&#128514;&#;&#128514; coon",0.07683539390563965,0.6469383239746094,0,0,0,12,"Maximized"
"[[RT]] @[[SwearingSport]]: Pirlo's [[one]] of them cunts [[who'd]] just be [[better]] [[at]] everything. [[He'd]] [[beat]] [[u]] [[at]] [[table]] tennis, [[shag]] your [[wife]] better &amp; [[win]] [[a]]&#[[8230]];","@: Pirlo's of them cunts just be everything. tennis, your better &amp;&#;",0.03355991467833519,0.628663182258606,1,1,1,46,"Maximized"
"[[RT]] @HipHopIsDeaddd: [[My]] [[brother]] [[want]] [[to]] [[put]] on [[an]] [[asshole]] persona [[just]] to [[get]] [[females]].[[That]] [[what]] [[happens]] [[when]] [[you]] [[let]] pussy control you, [[you]]&#[[8230]];","@HipHopIsDeaddd: on persona to. pussy control you,&#;",0.03750491887331009,0.7688188552856445,1,1,1,48,"Maximized"
"[[The]] brownies [[I]] [[just]] [[made]] [[are]] [[a]] [[sin]]","brownies ",0.12254608422517776,0.9948722124099731,2,2,2,16,"Maximized"
"[[Lmao]] [[RT]] @[[iPOSTBADTWEETS]]: Lowkey Peyton Manning [[trash]]","@: Lowkey Peyton Manning ",0.13773317635059357,0.7108428478240967,2,2,2,12,"Maximized"
"[[It's]] [[winter]] up this bitch [[http]]://t.[[co]]/[[kYYckry6Qk]]","up this bitch://t./",0.11021515727043152,0.6659743785858154,1,1,1,16,"Maximized"
"[[RT]] @HntrMoore: [[You]] [[ever]] call your [[ex]] [[while]] [[you're]] [[fucking]] your [[side]] bitch? Yea I'm [[gonna]] do that [[later]]","@HntrMoore: call your your bitch? Yea I'm do that ",0.05135620757937431,0.5785161256790161,1,1,1,32,"Maximized"
"@[[LupeFiasco]] shut [[the]] [[fuck]] up [[you]] [[cry]] baby, [[all]] you [[do]] is bitch [[and]] [[whine]] about [[life]], [[shits]] [[retarded]].","@shut up baby, you is bitch about,.",0.04908127710223198,0.6838098764419556,1,1,1,32,"Maximized"
"@[[davidlyon1690]] @_shannonmacleod [[he]] wants pussy, [[nd]] a [[dini]] [[mean]] a [[cat]]","@@_shannonmacleod wants pussy, a a ",0.08960466831922531,0.6353793144226074,1,1,1,19,"Maximized"
"FUCKING [[WALK]] OFF [[IN]] [[THE]] [[BRONX]]!!! @[[Yankees]]","FUCKING OFF!!! @",0.10365927964448929,0.83795565366745,1,1,1,14,"Maximized"
"[[I]] [[hate]] stupid bitches who [[cry]] [[for]] [[stupid]] [[reasons]]","stupid bitches who ",0.10029828548431396,0.7721341848373413,1,1,1,17,"Maximized"
"&#[[8220]];@_[[TheCrownedHead]]: what if [[I]] tell [[y'all]] [[I'm]] trying [[to]] [[turn]] [[up]] for bayou [[classic]] #[[drinker]] &#[[128520]];&#[[8221]]; bitch [[you]] [[got]] [[the]] id.","&#;@_: what if tell trying for bayou # &#;&#; bitch id.",0.04311428964138031,0.6953538656234741,1,1,1,39,"Maximized"
"[[lmaooooo]] relax [[RT]] @__[[J_R]]: [[59-0]] [[on]] Ya mark bitch [[ass]]. [[Roll]] [[Tide]]! [[Fuck]] [[the]] [[state]] of [[Texas]]","relax @__: Ya mark bitch.! of ",0.05620919167995453,0.7642327547073364,1,1,1,30,"Maximized"
"Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes","Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes",0.0,0.0,1,1,0,1,"Skipped"
"[[RT]] @[[AllFucksGiven_]]: @TrentonStewart them hoes was [[actin']] [[up]]. [[You]] [[had]] to do [[it]].","@: @TrentonStewart them hoes was. to do.",0.07501449435949326,0.6143308877944946,1,1,1,23,"Maximized"
"[[Gov]]. Rick [[Scott]] [[Kicks]] [[Charlie]] [[Crist]]&#8217;s Ass [[http]]://[[t]].co/[[YasZ6yXfwc]] http://[[t]].[[co]]/RDmCnzyGbE",". Rick&#8217;s Ass://.co/ http://./RDmCnzyGbE",0.050571415573358536,0.6440737247467041,1,1,1,28,"Maximized"
"RT @[[Slygirl08]]: You say &#[[8220]];[[potato]]&#8221;, your pimp says &#[[8220]];put [[out]], ho&#[[8221]];.","RT @: You say &#;&#8221;, your pimp says &#;put, ho&#;.",0.042943473905324936,0.43950289487838745,1,1,1,26,"Maximized"
"@[[rezlife3]] I [[got]] [[your]] [[moms]] [[ass]] on [[my]] breath pussy ;)","@I on breath pussy ;)",0.09845199435949326,0.6992868781089783,1,1,1,17,"Maximized"
"[[I]] [[know]] [[how]] [[it]] [[feels]] to not [[have]] shit, [[believe]] [[me]]. I was [[born]] [[in]] the [[heart]] [[of]] [[LA]]. [[It]] don't [[get]] anymore [[ghetto]] [[than]] [[that]]","to not shit,. I was the. don't anymore ",0.03803800791501999,0.7303332686424255,1,1,1,45,"Maximized"
"@[[jaimescudi_]] [[fucking]] bitch","@bitch",0.3150068521499634,0.9957869052886963,1,1,1,6,"Maximized"
"[[RT]] @[[KNegandhiESPN]]: That Peppers [[slant]] was [[a]] [[genius]]/crazy [[call]]. [[Genius]] [[if]] [[he]] [[catches]] [[it]]. [[Crazy]] if [[he]] [[drops]] [[it]], then [[blow]] a [[TO]], [[then]] [[get]] [[sack]]&#[[8230]];","@: That Peppers was/crazy.. if, then a,&#;",0.035038091242313385,0.7845402956008911,2,2,2,50,"Maximized"
"[[I'd]] [[shut]] the [[fuck]] [[up]] or I'll [[just]] [[be]] wide [[and]] batter any [[boy]] [[you]] [[ever]] [[go]] [[out]] [[with]] haha. Im a [[cunt]], [[so]] [[wit]]? You cani [[do]] shit [[to]] [[stop]] me... :)","the or I'll wide batter any haha. Im a,? You cani shit me... :)",0.02992311865091324,0.6246433854103088,1,1,1,54,"Maximized"
"[[aka]] don't [[ignore]] me bitches","don't me bitches",0.19832871854305267,0.5983891487121582,1,1,1,9,"Maximized"
"@[[Caroline_Poe]] bitch [[im]] [[17]]? And [[i]] [[didnt]] follow [[you]]..? [[Hahaha]]","@bitch? And follow..? ",0.0993315652012825,0.7992010116577148,1,1,1,18,"Maximized"
"[[it's]] been [[ten]] [[mins]], bitch [[I]] gave you [[a]] [[2]] [[min]] assignment [[lmfaooooo]]","been, bitch gave you assignment ",0.07642777264118195,0.6917211413383484,1,1,1,22,"Maximized"
"@[[santagati]] [[that's]] bc [[I]] [[deleted]] ""visionary"" [[once]] I saw your [[subtweet]]. [[next]] [[time]] [[just]] @ me tho. ([[and]] I [[do]] [[love]] [[jail]] [[bird]] [[dresses]].&#128513;)","@bc ""visionary"" I saw your. @ me tho. ( I.&#128513;)",0.04098143428564072,0.6652531623840332,2,2,2,40,"Maximized"
"@[[ChrisSFMori]] <SPLIT>[[gun]] sales have [[skyrocketed]]. [[Gun]] [[crime]] [[has]] [[fallen]] sharply.<SPLIT>Any claim [[to]] [[the]] [[contrary]] [[is]] [[using]] fuzzy math.","@<SPLIT> sales have. sharply.<SPLIT>Any claim fuzzy math.",0.05095483735203743,0.6831297874450684,2,2,2,32,"Maximized"
"[[Word]] [[RT]] @Maxin_Betha: And pussy [[RT]] @HumbltonBanks [[And]] [[snacks]] [[RT]] @Aerin_Marie: [[Ladies]], [[keep]] [[beer]] (cont) [[http]]://t.co/[[ssb5ERhd]]","@Maxin_Betha: And pussy @HumbltonBanks @Aerin_Marie:, (cont)://t.co/",0.051821719855070114,0.6310178637504578,1,1,1,32,"Maximized"
"@[[Hunglikerobby_]] @[[triple6em96]] @bbluedreamm brush lets just [[ignore]] the [[silly]] [[hoe]]. [[She's]] pregnant, hella hormones. [[tryna]] [[fuck]] [[with]] [[other]] people","@@ @bbluedreamm brush lets just the. pregnant, hella hormones. people",0.05106714367866516,0.5664273500442505,1,1,1,33,"Maximized"
"@NYRKelsMads @pucksk8r <SPLIT>Ware da colored elite meet to eat","@NYRKelsMads @pucksk8r <SPLIT>Ware da colored elite meet to eat",0.0,0.0,2,2,1,1,"Skipped"
"[[I]] [[can't]] [[fuck]] with hoe [[niggas]], I [[can't]] [[trust]] [[these]] [[hoes]] niether.","with hoe, I niether.",0.06846494972705841,0.7482989430427551,1,1,1,21,"Maximized"
"[[I]] [[beat]] the pussy up- [[yg]]","the pussy up- ",0.16540689766407013,0.6650863289833069,1,1,1,11,"Maximized"
"[[them]] [[jants]] [[be]] [[clutch]] for bedtime [[tho]] &#[[128514]];&#[[128557]];","for bedtime &#;&#;",0.10826139897108078,0.8828964829444885,2,2,2,17,"Maximized"
"@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... You're a faggot b","@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... You're a faggot b",0.0,0.0,0,0,1,1,"Skipped"
"[[RT]] @[[AnnCoulter]]: Invite me [[on]] your [[show]], [[you]] [[lying]] pussy. [[RT]] @[[Matthops82]] ""[[Republicans]] [[are]] afraid of [[me]]. They [[don't]] [[want]] to talk [[to]] [[me]]."" - &#[[8230]];","@: Invite me your, pussy. @ "" afraid of. They to talk."" - &#;",0.039435673505067825,0.6796336770057678,1,1,1,43,"Maximized"
"pancakes [[trash]]","pancakes ",0.4351072609424591,0.8839391469955444,2,2,2,4,"Maximized"
"RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt","RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt",0.0,0.0,0,0,1,1,"Skipped"
"[[When]] [[you]] see [[kids]] being [[bad]] &[[amp]]; [[their]] [[parents]] [[just]] standing there &[[amp]]; [[you]] look @ [[em]] [[like]] bitch [[you]] [[ain't]] gon do [[somethin]]? [[http]]://t.[[co]]/[[1B822azXiQ]]","see being &; standing there &; look @ bitch gon do?://t./",0.03663843497633934,0.703461229801178,1,1,1,47,"Maximized"
"@[[allsportsbruh]] how? [[All]] [[of]] [[the]] QBs we [[had]] before this [[season]] [[were]] trash. [[They]] brought [[in]] [[a]] veteran so [[they]] [[could]] [[have]] someone [[to]] [[play]]","@how? QBs we before this trash. brought veteran so someone ",0.03836194798350334,0.6382741332054138,2,2,2,41,"Maximized"
"[[Me]] and [[my]] [[big]] ol [[titty]] bitch @[[saverearose]] http://[[t]].[[co]]/hGmdurJFYT","and ol bitch @ http://./hGmdurJFYT",0.08271636813879013,0.6659716367721558,1,1,1,21,"Maximized"
"[[RT]] @DomBeets: [[Don't]] [[be]] [[afraid]] [[to]] [[let]] [[your]] feelings show. Unless [[you're]] a bitch.","@DomBeets: feelings show. Unless a bitch.",0.07085500657558441,0.6423842906951904,1,1,1,23,"Maximized"
"@[[samzbikowski]] [[chug]] ranch","@ranch",0.3138531744480133,0.929275393486023,2,2,2,6,"Maximized"
"[[Goldiggers]] wanna [[marry]] [[me]], somebody [[tell]] [[them]] hoes [[to]] see therapy.","wanna, somebody hoes see therapy.",0.08890382200479507,0.6350460648536682,1,1,1,18,"Maximized"
"[[this]] [[guy]] @[[ToksVisions]] is in [[here]] [[singing]] [[negro]] spirituals [[n]] shit","@ is in spirituals shit",0.07733011990785599,0.7255702614784241,1,1,1,19,"Maximized"
"[[Second]] time [[these]] [[gentrified]] bitches got on [[my]] [[nerves]] [[this]] morning.","time bitches got on morning.",0.09028536826372147,0.635776698589325,1,1,1,19,"Maximized"
"[[Two]] horny [[guys]] [[play]] with [[a]] sexy [[AV]] [[models]] [[trimmed]] pussy before [[they]] [[fuck]]&#[[160]];her [[http]]://[[t]].co/[[Y3sYBsVpV4]]","horny with sexy pussy before&#;her://.co/",0.049494873732328415,0.6996013522148132,1,1,1,34,"Maximized"
"[[She's]] just [[mad]] [[cuz]] [[her]] big toe [[looks]] [[like]] an angry [[bird]]! Haha","just big toe an angry! Haha",0.040421031415462494,0.6041214466094971,2,2,2,21,"Maximized"
"[[Hull]] all [[yuh]] [[mudda]] cunt [[RT]] @[[FCBarcelona]]: Six [[strikers]] [[set]] [[for]] The [[Clasico]] http://[[t]].[[co]]/[[Ve6RHXSS4x]] [[http]]://[[t]].[[co]]/YJhUba6hUW","all cunt @: Six The http://./://./YJhUba6hUW",0.03912864252924919,0.757902204990387,1,1,1,37,"Maximized"
"""@[[iAMPickUpLines]]: You [[can]] [[call]] me [[Fireman]] [[cause]] I [[turn]] the hoes on.""","""@: You me I the hoes on.""",0.08253300189971924,0.5826402902603149,1,1,1,19,"Maximized"
"""@[[ReachtheeCLIMAX]]: bitches [[can't]] cook [[but]] know [[how]] [[to]] [[suck]] [[dick]] .."" [[s]]/o [[to]] the ones that can do [[both]]!","""@: bitches cook know ..""/o the ones that can do!",0.05186418816447258,0.5786025524139404,1,1,1,31,"Maximized"
"@[[TheRealTahiry]] lmao, [[your]] just [[a]] dumb [[hoe]] [[that]] budden [[made]] [[popular]], please stop, your [[irrelevant]] [[and]] [[no]] one cares [[about]] you slut.","@lmao, just dumb budden, please stop, your one cares you slut.",0.04454370215535164,0.5289230346679688,1,1,1,37,"Maximized"
"' [[You]] [[Deserve]] x [[August]] [[Alsina]] &#[[1043358]];&#1043358; [[Im]] dedicating [[that]] to [[all]] [[my]] old side hoes &#[[1041204]];&#[[1041204]];&#[[1041204]];&#[[1041204]];&#[[1041210]];&#[[1041210]];&#[[1041210]];&#[[1041210]];&#[[1041210]];&#[[1043359]]; .","' x &#;&#1043358; dedicating to old side hoes &#;&#;&#;&#;&#;&#;&#;&#;&#;&#; .",0.03790750727057457,0.7678112983703613,1,1,1,46,"Maximized"
"[[Where]] the [[fair]] and [[reasonable]] [[women]] [[at]]? [[Not]] these [[self]] [[righteous]] [[I]] [[deserve]] the world without [[working]] [[for]] it Cuz I got a [[pussy]] bitches.","the and? these the world without it Cuz I got a bitches.",0.039486486464738846,0.5596570372581482,1,1,1,41,"Maximized"
"[[Libs]] trash [[Saira]] Blair, [[an]] [[18-year-old]] Republican [[who]] [[won]] a [[seat]] in [[the]] West [[Virginia]] [[legislature]] <SPLIT>[[http]]://[[t]].[[co]]/[[V01w8UamJy]]","trash Blair, Republican a in West <SPLIT>://./",0.04915713518857956,0.7489089965820312,2,2,2,35,"Maximized"
"[[RT]] @[[BrosConfessions]]: Charlie Sheen [[is]] [[a]] legend #[[ForTheBros]] [[http]]://t.[[co]]/[[nbYjumIkQA]]","@: Charlie Sheen legend #://t./",0.08110906928777695,0.7485584020614624,2,2,2,21,"Maximized"
"[[I]] love [[bad]] bitches &#128525;&#[[128525]];&#[[128525]];","love bitches &#128525;&#;&#;",0.14196549355983734,0.7133903503417969,1,1,1,13,"Maximized"
"&#[[8220]];@[[PostBadBitches]]: http://t.[[co]]/[[adhJnGzVPg]]&#[[8221]];these [[the]] [[white]] [[girls]] [[u]] should holla [[at]] but Nooooo [[brothas]] [[go]] [[for]] the ugliest [[bad]] built [[hoes]] [[ever]]","&#;@: http://t./&#;these should holla but Nooooo the ugliest built ",0.034198738634586334,0.646035373210907,1,1,1,43,"Maximized"
"[[RT]] @TylerZirhut: @[[BINDLE13]] @[[gingerash2013]] hahaha [[ok]] [[you]] got [[a]] [[point]] [[there]] [[there]] would [[be]] hella [[bitches]] [[screamin]] and cryin [[ova]] [[that]] [[nigga]] th&#8230;","@TylerZirhut: @ @ hahaha got would hella and cryin th&#8230;",0.038771338760852814,0.664247453212738,1,1,1,41,"Maximized"
"[[Y'all]] [[can]] [[say]] ""Imma make [[it]] [[way]] [[farther]] than [[you]].""[[all]] [[you]] [[want]] but [[aye]] I'm [[gonna]] have fun bitch so [[SUCK]] A [[DIIICCCKKK]]!!","""Imma make than."" but I'm have fun bitch so A!!",0.041228968650102615,0.6247446537017822,1,1,1,40,"Maximized"
"@[[ShayLovesYa]] bitch [[u]] [[lame]] [[as]] [[fuk]] [[lol]]","@bitch ",0.14084792137145996,0.9981943964958191,1,1,1,14,"Maximized"
"@tyler_smith55 your talking to every hick in San Antonio I ride with a big 45 in the console","@tyler_smith55 your talking to every hick in San Antonio I ride with a big 45 in the console",0.0,0.0,2,2,1,1,"Skipped"
"[[They]] come [[out]] Charlie [[Sheen]]... [[They]] come [[out]] [[coupe]] [[machine]] @wontgetme_22","come Charlie... come @wontgetme_22",0.08934623003005981,0.7234751582145691,2,2,2,19,"Maximized"
"&#[[8220]];@TryHardSilva: [[Quote]] [[this]] with [[a]] [[weezy]] verse&#[[8221]]; [[you're]] like [[a]] [[bitch]] [[with]] [[no]] [[ass]] you [[aint]] got shit","&#;@TryHardSilva: with verse&#; like you got shit",0.04930756986141205,0.6995082497596741,1,1,1,34,"Maximized"
"RT @Im_Thirst: That nigger made the shit out of my coffee.","RT @Im_Thirst: That nigger made the shit out of my coffee.",0.0,0.0,1,1,0,1,"Skipped"
"[[Why]] [[McDonald's]] breakfast good [[but]] [[the]] [[lunch]] [[trash]]","breakfast good ",0.11946433782577515,0.8654055595397949,2,2,2,15,"Maximized"
"[[RT]] @domhowx: [[You]] [[know]] you're [[ugly]] [[when]] an [[ape]] was chosen as [[a]] [[man]] [[crush]] [[and]] [[you've]] [[never]] [[been]] http://t.[[co]]/[[DWPs7b4xJU]]","@domhowx: you're an was chosen as http://t./",0.018540438264608383,0.6942487955093384,2,2,2,39,"Maximized"
"[[Appropriately]] this [[guy]] [[wears]] the [[WV]] [[yellow]] Rick [[James]] [[on]] his [[face]]. @[[BarkingCarnival]] [[http]]://[[t]].[[co]]/SGb9rYvdmb","this the Rick his. @://./SGb9rYvdmb",0.057774703949689865,0.7632342576980591,2,2,2,30,"Maximized"
"[[Omfg]] this [[tattoo]] [[hurts]] [[like]] a bitch #[[Painful]]","this a bitch #",0.12394565343856812,0.7489646077156067,1,1,1,14,"Maximized"
"[[you]] got [[niggas]], [[and]] i [[got]] bitches.","got, i bitches.",0.1299043744802475,0.7131264209747314,1,1,1,12,"Maximized"
"[[RT]] @DJsir_freshley: &#[[127919]];&#[[127919]];&#[[127919]];[[RT]] @[[GuruJeremy]] Bitches are [[only]] ""moral"" [[when]] it comes [[to]] [[sex]]... when [[it's]] [[convenient]] for [[them]]. [[Otherwise]] [[they]] [[hoe]] [[th]]&#[[8230]];","@DJsir_freshley: &#;&#;&#; @ Bitches are ""moral"" it comes... when for.&#;",0.038073547184467316,0.7305107712745667,1,1,1,45,"Maximized"
"[[RT]] @godlevelshit510: [[Why]] [[Adonnis]] [[look]] [[like]] [[he]] [[bout]] to [[sell]] [[the]] [[most]] [[ghetto]] used cars of 2014 ? http://[[t]].[[co]]/[[icjCf6km8V]]","@godlevelshit510: to used cars of 2014 ? http://./",0.04518400877714157,0.7136479616165161,2,2,2,36,"Maximized"
"[[Taking]] [[pics]] I'm the [[school]] [[bathroom]] [[is]] fucking [[stupid]] #[[retards]]","I'm the fucking #",0.05575340986251831,0.7965335845947266,1,1,1,18,"Maximized"
"[[I]] [[eat]] [[generic]] Oreos.. Baller with [[a]] [[budget]] bitch.","Oreos.. Baller with bitch.",0.11034052073955536,0.6658938527107239,1,1,1,17,"Maximized"
"[[RT]] @[[waymoflydenu]]: Why y'all hoes [[in]] such [[a]] [[hurry]] [[to]] be single [[mothers]]?","@: Why y'all hoes such be single?",0.0760374516248703,0.6146950125694275,1,1,1,22,"Maximized"
"[[I've]] [[eaten]] six packs [[of]] [[hello]] kitty fruit [[snacks]] [[today]] [[because]] [[I]] [[can]] bitch I'm an [[adult]].","six packs kitty fruit bitch I'm an.",0.05833277851343155,0.6466906070709229,1,1,1,29,"Maximized"
"@[[swirlg0ddess]] main [[bae]] [[gonn]] [[think]] sumn [[up]] [[wit]] [[the]] pussy","@main sumn pussy",0.0989568680524826,0.7991266250610352,1,1,1,18,"Maximized"
"[[Some]] [[girls]] think being [[a]] bitch [[and]] having [[an]] [[attitude]] is [[attractive]]. [[Who]] tf [[made]] [[you]] [[think]] that??","think being bitch having is. tf that??",0.05512154847383499,0.6662951707839966,1,1,1,32,"Maximized"
"@[[prime3_time]] [[whoooo]]?? Lemme [[find]] out [[a]] bitch [[run]] [[u]] [[haha]]","@?? Lemme out bitch ",0.09901152551174164,0.7991036176681519,1,1,1,18,"Maximized"
"[[RT]] @[[Likea_BOSS_x3]]: After a [[long]] [[day]] at [[work]], bitch [[wunna]] [[rest]] her feet on me [[lol]] &#128514;&#[[128129]];&#[[128524]];&#[[128176]]; http://[[t]].[[co]]/[[2rhN5HpASb]]","@: After a at, bitch her feet on me &#128514;&#;&#;&#; http://./",0.041348692029714584,0.624747097492218,1,1,1,41,"Maximized"
"""[[They]] [[Faggots]] @JonnieSantana: Orioles [[petty]] [[as]] [[fuck]]...[[got]] swept [[up]] outta this bitch""","""@JonnieSantana: Orioles... swept outta this bitch""",0.06545556336641312,0.6148461699485779,1,1,1,23,"Maximized"
"[[RT]] @Nekkohbk: [[Bitch]] [[u]] boutta [[drown]] tryna [[be]] [[a]] hoe &#[[8220]];@[[swirlg0ddess]]: &#[[8220]];@[[DJZeeti]]: [[twitpic]] a [[NO]] [[bra]] [[selfie]] [[showing]] [[nipples]]&#[[8221]]; http://t.[[co]]/[[t6WbOVivo]]&#8230;","@Nekkohbk: boutta tryna hoe &#;@: &#;@: a&#; http://t./&#8230;",0.03671027719974518,0.7401965260505676,1,1,1,47,"Maximized"
"""@[[Poobie_]]: When [[bitches]] TWERK [[on]] [[the]] computer....<SPLIT><SPLIT>[[ME]]: ""[[In]] [[ya]] &#128089;, in [[ya]] damn &#[[128089]];&#[[8252]];&#[[65039]];""""","""@: When TWERK computer....<SPLIT><SPLIT>: "" &#128089;, in damn &#;&#;&#;""""",0.058382824063301086,0.6946969628334045,1,1,1,30,"Maximized"
"""[[this]] weekends [[going]] [[to]] [[be]] [[fabulous]]"" naa man, [[you're]] seeing [[nae]] [[cunt]]. If [[you]] [[do]] [[they'll]] be koed [[in]] [[2]] seconds flat. [[Hate]] u. #fuckgm","""weekends"" naa man, seeing. If be koed seconds flat. u. #fuckgm",0.033635664731264114,0.5988965034484863,1,1,1,40,"Maximized"
"@[[BaconParadox]] [[for]] [[two]] year old Oreos?-_-","@year old Oreos?-_-",0.16403822600841522,0.6632022261619568,2,2,2,10,"Maximized"
"[[Gator's]] bitches [[best]] [[be]] [[usin]] [[Jimmy's]] !","bitches !",0.16556884348392487,0.9974567890167236,1,1,1,12,"Maximized"
"[[RT]] @BeyonceHasSTD: [[This]] hoe [[know]] that [[not]] [[her]] [[car]] [[lmaooo]] [[http]]://[[t]].co/[[XppHPXD46P]]","@BeyonceHasSTD: hoe that://.co/",0.0706280991435051,0.7848459482192993,1,1,1,26,"Maximized"
"[[RT]] @[[YunGMiGo]]: &#[[128557]];&#128557;&#[[128557]];&#[[128514]];&#[[128514]];[[RT]] @[[Shane_A1]]: I done went wit a [[hoe]] before frfr [[so]] [[who]] [[am]] [[I]] to judge","@: &#;&#128557;&#;&#;&#; @: I done went wit a before frfr to judge",0.04269220679998398,0.5916469097137451,1,1,1,37,"Maximized"
"[[RT]] @taexchanae: [[momma]] [[dee]] [[ain't]] loyal. [[you]] ain't [[pose]] to [[tell]] [[his]] main bitch [[bout]] [[his]] side [[bitches]] &#[[128514]];","@taexchanae: loyal. ain't to main bitch side &#;",0.05222861096262932,0.6838854551315308,1,1,1,34,"Maximized"
"[[Take]] [[a]] bitch to [[Soho]] [[for]] [[some]] [[froyo]], [[tell]] [[her]] [[she]] [[gon]] blow it, [[Romo]]","bitch to, blow it, ",0.0661843940615654,0.7992237210273743,1,1,1,27,"Maximized"
"[[anybody]] [[want]] [[to]] take me [[to]] pollo?","take me pollo?",0.14010389149188995,0.711358904838562,2,2,2,12,"Maximized"
"[[There's]] no [[one]] [[to]] [[flirt]] with, [[Mad]] bitches in [[my]] [[inbox]]. [[Skrr]] skrr","no with, bitches in. skrr",0.07635536789894104,0.691741406917572,1,1,1,22,"Maximized"
"RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!","RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!",0.0,0.0,2,2,1,1,"Skipped"
"dem niggas ca have them white hoes.... I love my beautiful black sistas....","dem niggas ca have them white hoes.... I love my beautiful black sistas....",0.0,0.0,1,1,0,1,"Skipped"
"@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life","@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life",0.0,0.0,1,1,0,1,"Skipped"
"[[RT]] @SVL305: @[[VJtechsupport]] @YoungMcFly [[the]] [[real]] [[reason]] [[y]] [[she]] [[gave]] [[up]] rapping was because of [[ME]].. i [[called]] [[her]] [[trash]] [[to]] [[her]] [[face]] [[n]] [[asked]] for&#[[8230]];","@SVL305: @ @YoungMcFly rapping was because of.. i for&#;",0.033106740564107895,0.7387440204620361,2,2,2,47,"Maximized"
